(in /media/data/develop/rails/3m/svn/3m.dev.pankowecki.pl_port_3033/code)
RevisionNumber	ControllersLOC	ControllersClasses	ControllersMethods	HelpersLOC	HelpersClasses	HelpersMethods	ModelsLOC	ModelsClasses	ModelsMethods	LibrariesLOC	LibrariesClasses	LibrariesMethods	IntegrationTestsLOC	IntegrationTestsClasses	IntegrationTestsMethods	FunctionalTestLOC	FunctionalTestClasses	FunctionalTestMethods	UnitTestsLOC	UnitTestsClasses	UnitTestsMethods	TotalLOC	TotalClasses	TotalMethods	

4	775	6	70	14	0	0	504	7	69	0	0	0	0	0	0	396	12	60	94	7	13	1783	32	212	
5	775	6	70	14	0	0	504	7	69	0	0	0	0	0	0	396	12	60	94	7	13	1783	32	212	
6	775	6	70	14	0	0	504	7	69	0	0	0	0	0	0	396	12	60	94	7	13	1783	32	212	
7	775	6	70	14	0	0	504	7	69	0	0	0	0	0	0	396	12	60	94	7	13	1783	32	212	
8	867	7	79	14	0	0	504	7	69	0	0	0	0	0	0	396	12	60	94	7	13	1875	33	221	
9	867	7	79	14	0	0	504	7	69	0	0	0	0	0	0	396	12	60	94	7	13	1875	33	221	
10	867	7	79	14	0	0	504	7	69	0	0	0	0	0	0	396	12	60	94	7	13	1875	33	221	
11	867	7	79	14	0	0	504	7	69	0	0	0	0	0	0	396	12	60	94	7	13	1875	33	221	
12	867	7	79	14	0	0	504	7	69	0	0	0	0	0	0	396	12	60	94	7	13	1875	33	221	
13	857	7	79	14	0	0	568	9	78	0	0	0	0	0	0	396	12	60	242	8	26	2077	36	243	
14	857	7	79	14	0	0	568	9	78	0	0	0	0	0	0	396	12	60	242	8	26	2077	36	243	
15	857	7	79	14	0	0	568	9	78	0	0	0	0	0	0	396	12	60	242	8	26	2077	36	243	
16	857	7	79	14	0	0	586	9	81	0	0	0	0	0	0	396	12	60	267	8	29	2120	36	249	
17	857	7	79	14	0	0	586	9	81	0	0	0	0	0	0	396	12	60	267	8	29	2120	36	249	
18	857	7	79	14	0	0	598	9	82	0	0	0	0	0	0	396	12	60	285	8	30	2150	36	251	
19	857	7	79	14	0	0	600	10	82	0	0	0	0	0	0	396	12	60	291	9	31	2158	38	252	
20	857	7	79	14	0	0	600	10	82	36	0	2	0	0	0	396	12	60	291	9	31	2194	38	254	
21	857	7	79	14	0	0	612	10	83	36	0	2	0	0	0	396	12	60	305	9	32	2220	38	256	
22	855	7	79	14	0	0	612	10	83	36	0	2	0	0	0	396	12	60	305	9	32	2218	38	256	
23	853	7	79	14	0	0	612	10	83	36	0	2	0	0	0	396	12	60	305	9	32	2216	38	256	
24	853	7	79	14	0	0	636	10	84	36	0	2	0	0	0	396	12	60	333	9	33	2268	38	258	
25	853	7	79	14	0	0	656	10	85	36	0	2	0	0	0	396	12	60	373	9	36	2328	38	262	
26	853	7	79	14	0	0	655	10	85	37	0	2	0	0	0	396	12	60	434	10	41	2389	39	267	
27	853	7	79	14	0	0	655	10	85	37	0	2	0	0	0	396	12	60	434	10	41	2389	39	267	
28	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
29	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
30	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
31	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
32	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
33	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
34	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
35	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
36	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
37	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
38	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
39	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
40	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
41	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
42	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
43	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
44	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
45	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
46	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
47	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
48	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
49	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
50	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
51	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
52	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
53	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
54	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
55	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
56	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
57	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
58	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
59	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
60	853	7	79	14	0	0	670	10	92	37	0	2	0	0	0	396	12	60	434	10	41	2404	39	274	
61	853	7	79	14	0	0	680	10	93	37	0	2	0	0	0	396	12	60	448	10	43	2428	39	277	
62	761	7	74	14	0	0	647	10	92	37	0	2	0	0	0	396	12	60	463	10	44	2318	39	272	
63	761	7	74	14	0	0	647	10	92	37	0	2	0	0	0	347	12	60	463	10	44	2269	39	272	
64	761	7	74	14	0	0	647	10	92	37	0	2	0	0	0	347	12	60	463	10	44	2269	39	272	
65	761	7	74	14	0	0	647	10	92	37	0	2	0	0	0	347	12	60	463	10	44	2269	39	272	
66	746	8	72	50	0	4	675	12	97	142	0	24	0	0	0	487	16	85	552	11	60	2652	47	342	
67	746	8	72	50	0	4	675	12	97	142	0	24	0	0	0	487	16	85	552	11	60	2652	47	342	
68	746	8	72	50	0	4	675	12	97	142	0	24	0	0	0	487	16	85	552	11	60	2652	47	342	
69	746	8	72	50	0	4	675	12	97	142	0	24	0	0	0	487	16	85	552	11	60	2652	47	342	
70	746	8	72	50	0	4	675	12	97	142	0	24	24	1	1	487	16	85	552	11	60	2676	48	343	
71	746	8	72	50	0	4	675	12	97	142	0	24	29	1	1	487	16	85	552	11	60	2681	48	343	
72	746	8	72	50	0	4	675	12	97	142	0	24	29	1	1	487	16	85	552	11	60	2681	48	343	
73	746	8	72	50	0	4	675	12	97	142	0	24	29	1	1	184	14	75	518	11	60	2344	46	333	
74	746	8	72	50	0	4	675	12	97	142	0	24	29	1	1	184	14	75	518	11	60	2344	46	333	
75	746	8	72	50	0	4	675	12	97	142	0	24	29	1	1	184	14	75	518	11	60	2344	46	333	
76	746	8	72	50	0	4	687	12	97	149	0	24	29	1	1	184	14	75	531	11	61	2376	46	334	
77	746	8	72	50	0	4	687	12	97	149	0	24	29	1	1	184	14	75	531	11	61	2376	46	334	
78	777	8	76	50	0	4	689	12	97	151	0	24	28	1	1	184	14	75	531	11	61	2410	46	338	
79	778	8	76	50	0	4	689	12	97	149	0	24	28	1	1	184	14	75	531	11	61	2409	46	338	
80	778	8	76	50	0	4	689	12	97	149	0	24	28	1	1	184	14	75	531	11	61	2409	46	338	
81	778	8	76	50	0	4	689	12	97	149	0	24	28	1	1	200	14	77	531	11	61	2425	46	340	
82	776	8	76	50	0	4	592	12	97	149	0	24	21	1	1	219	14	77	531	11	61	2338	46	340	
83	781	8	77	84	0	6	592	12	97	149	0	24	21	1	1	301	14	86	532	11	61	2460	46	352	
84	781	8	77	84	0	6	592	12	97	149	0	24	21	1	1	301	14	86	532	11	61	2460	46	352	
85	781	8	77	84	0	6	592	12	97	149	0	24	21	1	1	301	14	86	532	11	61	2460	46	352	
86	781	8	77	84	0	6	592	12	97	149	1	24	21	1	1	301	14	86	532	11	61	2460	47	352	
87	772	8	77	84	0	6	580	12	97	149	1	24	21	1	1	345	14	89	530	11	62	2481	47	356	
88	772	8	77	84	0	6	580	12	97	149	1	24	21	1	1	345	14	89	530	11	62	2481	47	356	
89	780	9	79	86	0	6	585	12	98	149	1	24	21	1	1	352	15	89	530	11	63	2503	49	360	
90	780	9	79	86	0	6	627	18	100	149	1	24	21	1	1	352	15	89	713	17	67	2728	61	366	
91	780	9	79	86	0	6	627	18	100	149	1	24	21	1	1	352	15	89	713	17	67	2728	61	366	
92	780	9	79	86	0	6	627	18	100	149	1	24	21	1	1	352	15	89	713	17	67	2728	61	366	
93	780	9	79	86	0	6	620	18	99	149	1	24	21	1	1	414	15	93	765	17	70	2835	61	372	
94	780	9	79	86	0	6	620	18	99	149	1	24	21	1	1	409	15	93	765	17	70	2830	61	372	
95	853	10	87	88	0	6	623	18	99	149	1	24	21	1	1	415	16	93	765	17	70	2914	63	380	
96	849	10	87	88	0	6	623	18	99	149	1	24	21	1	1	451	16	88	765	17	70	2946	63	375	
97	849	10	87	88	0	6	623	18	99	149	1	24	21	1	1	459	16	88	765	17	70	2954	63	375	
98	849	10	87	89	0	6	623	18	99	154	1	25	21	1	1	467	16	89	765	17	70	2968	63	377	
99	847	10	87	89	0	6	623	18	99	167	1	26	21	1	1	467	16	89	765	17	70	2979	63	378	
100	858	10	88	167	0	12	606	18	99	167	1	26	21	1	1	467	16	89	765	17	70	3051	63	385	
101	879	10	90	167	0	12	606	18	99	167	1	26	21	1	1	467	16	89	765	17	70	3072	63	387	
102	891	10	90	194	0	17	624	18	105	181	2	27	21	1	1	513	16	92	765	17	70	3189	64	402	
103	876	10	90	202	0	18	658	18	109	182	2	27	21	1	1	509	16	92	751	17	70	3199	64	407	
104	874	10	90	202	0	18	661	18	110	182	2	27	21	1	1	647	16	94	751	17	70	3338	64	410	
105	920	9	90	200	0	18	670	18	113	182	2	27	21	1	1	641	15	94	751	17	70	3385	62	413	
106	947	9	92	200	0	18	670	18	113	182	2	27	21	1	1	641	15	94	751	17	70	3412	62	415	
107	946	9	92	200	0	18	670	18	113	182	2	27	21	1	1	641	15	94	751	17	70	3411	62	415	
108	946	9	92	200	0	18	659	18	114	182	2	27	21	1	1	641	15	94	751	17	70	3400	62	416	
109	946	9	92	200	0	18	658	18	114	182	2	27	21	1	1	641	15	94	751	17	70	3399	62	416	
110	946	9	92	200	0	18	686	18	115	182	2	27	21	1	1	641	15	94	755	17	71	3431	62	418	
111	947	9	92	200	0	18	696	18	115	182	2	27	21	1	1	649	15	94	755	17	71	3450	62	418	
112	957	9	93	210	0	19	696	18	115	182	2	27	21	1	1	652	15	94	755	17	71	3473	62	420	
113	957	9	93	210	0	19	710	18	115	182	2	27	21	1	1	652	15	94	755	17	71	3487	62	420	
114	957	9	93	210	0	19	719	18	116	182	2	27	21	1	1	652	15	94	768	17	71	3509	62	421	
115	957	9	93	210	0	19	719	18	116	182	2	27	21	1	1	652	15	94	773	17	71	3514	62	421	
116	957	9	93	210	0	19	766	18	116	182	2	27	21	1	1	652	15	94	793	17	72	3581	62	422	
117	953	9	93	210	0	19	779	18	118	182	2	27	21	1	1	654	15	95	838	17	75	3637	62	428	
118	953	9	93	210	0	19	779	18	118	182	2	27	21	1	1	654	15	95	837	17	75	3636	62	428	
119	953	9	93	210	0	19	781	18	118	182	2	27	21	1	1	654	15	95	838	17	75	3639	62	428	
120	953	9	93	210	0	19	781	18	118	182	2	27	21	1	1	654	15	95	838	17	75	3639	62	428	
121	953	9	93	210	0	19	781	18	118	182	2	27	21	1	1	654	15	95	837	17	75	3638	62	428	
122	953	9	93	210	0	19	781	18	118	182	2	27	21	1	1	654	15	95	840	17	75	3641	62	428	
123	947	9	93	210	0	19	782	18	118	182	2	27	21	1	1	678	15	98	848	17	76	3668	62	432	
124	947	9	93	210	0	19	782	18	118	182	2	27	21	1	1	681	15	98	848	17	76	3671	62	432	
125	947	9	93	210	0	19	779	18	117	182	2	27	21	1	1	681	15	98	848	17	76	3668	62	431	
126	926	9	90	210	0	19	777	18	116	182	2	27	21	1	1	681	15	98	848	17	76	3645	62	427	
127	918	9	90	210	0	19	787	18	118	182	2	27	21	1	1	681	15	98	848	17	76	3647	62	429	
128	918	9	90	210	0	19	787	18	118	182	2	27	21	1	1	681	15	98	848	17	76	3647	62	429	
129	922	9	91	210	0	19	787	18	118	182	2	27	21	1	1	681	15	98	848	17	76	3651	62	430	
130	922	9	91	210	0	19	787	18	118	182	2	27	21	1	1	681	15	98	848	17	76	3651	62	430	
131	914	9	91	210	0	19	787	18	118	182	2	27	21	1	1	681	15	98	848	17	76	3643	62	430	
132	914	9	91	210	0	19	787	18	118	182	2	27	21	1	1	681	15	98	848	17	76	3643	62	430	
133	914	9	91	210	0	19	787	18	118	182	2	27	21	1	1	681	15	98	848	17	76	3643	62	430	
134	914	9	91	210	0	19	787	18	118	182	2	27	21	1	1	681	15	98	848	17	76	3643	62	430	
135	914	9	91	210	0	19	787	18	118	182	2	27	21	1	1	681	15	98	848	17	76	3643	62	430	
136	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
137	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
138	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
139	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
140	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
141	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
142	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
143	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
144	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
145	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
146	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
147	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
148	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
149	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
150	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
151	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
152	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
153	926	9	91	216	0	20	826	18	123	182	2	27	21	1	1	681	15	98	848	17	76	3700	62	436	
154	926	9	91	216	0	20	854	18	124	182	2	27	21	1	1	681	15	98	924	17	78	3804	62	439	
155	926	9	91	216	0	20	854	18	124	182	2	27	21	1	1	697	15	99	924	17	78	3820	62	440	
156	926	9	91	216	0	20	854	18	124	182	2	27	21	1	1	697	15	99	924	17	78	3820	62	440	
157	926	9	91	216	0	20	854	18	124	182	2	27	21	1	1	697	15	99	924	17	78	3820	62	440	
